"no","name","side","runTime","Coin_received","Wechat_received","Manual_payment","Detergent","Softener","LB","status","date","startTime","endTime","machine"
3,"PJCC-D29-30","lower","0:23:46",8,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 10:59:45","07/01/2019 11:23:31","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-W26","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 11:08:39","07/01/2019 11:34:13","e531eb81634fd5bd542643139fab6d34"
1,"PJCC-D19","NA","0:29:45",6,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 11:39:45","07/01/2019 12:09:30","c5cfc517543121b12cec4848bbdb2b43"
3,"PJCC-W24","NA","0:25:47",0,6,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 16:36:44","07/01/2019 17:02:31","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-D23","NA","0:24:45",0,5,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 17:07:07","07/01/2019 17:31:52","e1c98e44e2af2b1d3cc1c36c45e08000"
1,"PJCC-D17","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 17:44:17","07/01/2019 18:09:02","40c2a7e3bcdcb1c73c03d845cebe497a"
2,"PJCC-D19","NA","0:7:38",5,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 18:11:05","07/01/2019 18:18:43","c5cfc517543121b12cec4848bbdb2b43"
3,"PJCC-D19","NA","0:12:4",0,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 18:19:26","07/01/2019 18:31:30","c5cfc517543121b12cec4848bbdb2b43"
4,"PJCC-D19","NA","0:3:54",0,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 18:31:57","07/01/2019 18:35:51","c5cfc517543121b12cec4848bbdb2b43"
3,"PJCC-W25","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 19:27:39","07/01/2019 19:53:15","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-W22","NA","0:25:47",6,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 19:29:36","07/01/2019 19:55:23","301b33a5742e1a5fc36a572f0126c245"
4,"PJCC-D29-30","upper","0:26:46",9,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 19:57:02","07/01/2019 20:23:48","271d6088283749c5d65c5428c0c967a9"
4,"PJCC-W24","NA","0:25:48",7,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 20:30:51","07/01/2019 20:56:39","85520fd664e3dbcb2bef677543dcaf23"
3,"PJCC-W26","NA","0:25:38",10,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 20:32:08","07/01/2019 20:57:46","e531eb81634fd5bd542643139fab6d34"
2,"PJCC-D17","NA","0:29:47",6,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 20:37:05","07/01/2019 21:06:52","40c2a7e3bcdcb1c73c03d845cebe497a"
5,"PJCC-D19","NA","0:24:47",5,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 21:08:14","07/01/2019 21:33:01","c5cfc517543121b12cec4848bbdb2b43"
4,"PJCC-W3","NA","0:24:18",5,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 21:13:50","07/01/2019 21:38:08","7ce10970545f2bd2bb77388f95c4fa65"
3,"PJCC-D17","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 21:18:21","07/01/2019 21:43:07","40c2a7e3bcdcb1c73c03d845cebe497a"
6,"PJCC-D19","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 21:41:19","07/01/2019 22:06:04","c5cfc517543121b12cec4848bbdb2b43"
5,"PJCC-W3","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 22:50:03","07/01/2019 23:14:20","7ce10970545f2bd2bb77388f95c4fa65"
1,"PJCC-W4","NA","0:24:15",5,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 23:17:15","07/01/2019 23:41:30","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W4","NA","0:24:17",5,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 00:15:33","08/01/2019 00:39:50","583f39fc2ca046563574510e34b345ef"
1,"PJCC-D19","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 00:22:58","08/01/2019 00:47:44","c5cfc517543121b12cec4848bbdb2b43"
1,"PJCC-W25","NA","0:25:37",14,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 00:49:37","08/01/2019 01:15:14","e92b1ad5c195c747a7d2a0845204d8f7"
3,"PJCC-W4","NA","0:24:18",4,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 09:46:32","08/01/2019 10:10:50","583f39fc2ca046563574510e34b345ef"
1,"PJCC-W26","NA","0:25:37",10,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 10:48:14","08/01/2019 11:13:51","e531eb81634fd5bd542643139fab6d34"
1,"PJCC-D29-30","upper","0:29:45",10,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 10:46:43","08/01/2019 11:16:28","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-D17","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 10:55:50","08/01/2019 11:20:36","40c2a7e3bcdcb1c73c03d845cebe497a"
2,"PJCC-D29-30","lower","0:5:45",2,0,2,0,0,0,"SUCCESS","08/01/2019","08/01/2019 13:01:42","08/01/2019 13:07:27","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-D21","NA","0:24:46",-10,5,10,0,0,0,"SUCCESS","08/01/2019","08/01/2019 13:14:55","08/01/2019 13:39:41","2dcf0f1e31252e1ff4818226d11adaa2"
2,"PJCC-W25","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 16:31:07","08/01/2019 16:56:41","e92b1ad5c195c747a7d2a0845204d8f7"
4,"PJCC-W4","NA","0:24:15",5,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 16:34:23","08/01/2019 16:58:38","583f39fc2ca046563574510e34b345ef"
2,"PJCC-D21","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 17:17:40","08/01/2019 17:42:25","2dcf0f1e31252e1ff4818226d11adaa2"
2,"PJCC-W26","NA","0:25:39",10,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 19:20:15","08/01/2019 19:45:54","e531eb81634fd5bd542643139fab6d34"
3,"PJCC-W25","NA","0:25:35",10,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 19:20:55","08/01/2019 19:46:30","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-W3","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 19:37:11","08/01/2019 20:01:27","7ce10970545f2bd2bb77388f95c4fa65"
3,"PJCC-D29-30","upper","0:17:46",6,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 19:55:51","08/01/2019 20:13:37","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-W22","NA","0:25:47",6,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 20:37:24","08/01/2019 21:03:11","301b33a5742e1a5fc36a572f0126c245"
5,"PJCC-W4","NA","0:24:19",4,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 20:49:10","08/01/2019 21:13:29","583f39fc2ca046563574510e34b345ef"
4,"PJCC-W25","NA","0:25:37",12,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 20:55:00","08/01/2019 21:20:37","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-W24","NA","0:25:47",7,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 20:56:26","08/01/2019 21:22:13","85520fd664e3dbcb2bef677543dcaf23"
3,"PJCC-D21","NA","0:34:46",7,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 21:05:46","08/01/2019 21:40:32","2dcf0f1e31252e1ff4818226d11adaa2"
2,"PJCC-W3","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 21:19:26","08/01/2019 21:43:42","7ce10970545f2bd2bb77388f95c4fa65"
4,"PJCC-D29-30","lower","0:35:45",12,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 21:24:36","08/01/2019 22:00:21","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-D17","NA","0:39:44",8,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 21:26:10","08/01/2019 22:05:54","40c2a7e3bcdcb1c73c03d845cebe497a"
6,"PJCC-W4","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 21:43:15","08/01/2019 22:07:32","583f39fc2ca046563574510e34b345ef"
5,"PJCC-W25","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 21:42:29","08/01/2019 22:08:03","e92b1ad5c195c747a7d2a0845204d8f7"
2,"PJCC-W24","NA","0:25:45",7,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 21:42:52","08/01/2019 22:08:37","85520fd664e3dbcb2bef677543dcaf23"
4,"PJCC-D21","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","08/01/2019","08/01/2019 22:09:41","08/01/2019 22:34:27","2dcf0f1e31252e1ff4818226d11adaa2"
1,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 00:26:03","09/01/2019 00:50:18","7ce10970545f2bd2bb77388f95c4fa65"
1,"PJCC-D29-30","upper","0:5:47",2,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 01:30:03","09/01/2019 01:35:50","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-D21","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 01:38:41","09/01/2019 02:03:27","2dcf0f1e31252e1ff4818226d11adaa2"
1,"PJCC-D17","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 02:29:31","09/01/2019 02:54:17","40c2a7e3bcdcb1c73c03d845cebe497a"
2,"PJCC-D29-30","upper","0:29:45",10,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 02:53:42","09/01/2019 03:23:27","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-W25","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 08:36:53","09/01/2019 09:02:27","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-W4","NA","0:24:16",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 08:39:35","09/01/2019 09:03:51","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W3","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 08:47:57","09/01/2019 09:12:14","7ce10970545f2bd2bb77388f95c4fa65"
2,"PJCC-D21","NA","0:29:45",6,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 09:09:23","09/01/2019 09:39:08","2dcf0f1e31252e1ff4818226d11adaa2"
1,"PJCC-D19","NA","0:29:46",6,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 09:09:24","09/01/2019 09:39:10","c5cfc517543121b12cec4848bbdb2b43"
1,"PJCC-W26","NA","0:0:46",0,10,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:03:22","09/01/2019 12:04:08","e531eb81634fd5bd542643139fab6d34"
3,"PJCC-D21","NA","0:0:57",0,5,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:03:21","09/01/2019 12:04:18","2dcf0f1e31252e1ff4818226d11adaa2"
2,"PJCC-W4","NA","0:1:48",0,4,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:03:15","09/01/2019 12:05:03","583f39fc2ca046563574510e34b345ef"
2,"PJCC-D19","NA","0:0:1",0,5,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:05:04","09/01/2019 12:05:05","c5cfc517543121b12cec4848bbdb2b43"
3,"PJCC-W3","NA","0:2:8",0,8,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:03:04","09/01/2019 12:05:12","7ce10970545f2bd2bb77388f95c4fa65"
1,"PJCC-D23","NA","0:24:47",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 11:40:37","09/01/2019 12:05:24","e1c98e44e2af2b1d3cc1c36c45e08000"
2,"PJCC-W25","NA","0:0:8",0,10,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:07:52","09/01/2019 12:08:00","e92b1ad5c195c747a7d2a0845204d8f7"
2,"PJCC-D17","NA","0:0:26",0,5,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:07:49","09/01/2019 12:08:15","40c2a7e3bcdcb1c73c03d845cebe497a"
1,"PJCC-W22","NA","0:0:42",0,6,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:07:57","09/01/2019 12:08:39","301b33a5742e1a5fc36a572f0126c245"
4,"PJCC-W3","NA","0:24:20",0,4,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:07:45","09/01/2019 12:32:05","7ce10970545f2bd2bb77388f95c4fa65"
3,"PJCC-W4","NA","0:24:21",0,4,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 12:07:47","09/01/2019 12:32:08","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W26","NA","0:25:42",12,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 16:55:30","09/01/2019 17:21:12","e531eb81634fd5bd542643139fab6d34"
3,"PJCC-D29-30","upper","0:5:46",9,5,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 17:32:04","09/01/2019 17:37:50","271d6088283749c5d65c5428c0c967a9"
4,"PJCC-D29-30","upper","0:5:46",4,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 17:38:08","09/01/2019 17:43:54","271d6088283749c5d65c5428c0c967a9"
5,"PJCC-D29-30","upper","0:11:45",0,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 17:44:11","09/01/2019 17:55:56","271d6088283749c5d65c5428c0c967a9"
6,"PJCC-D29-30","upper","0:29:46",10,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 18:17:26","09/01/2019 18:47:12","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-W24","NA","0:25:46",7,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 18:30:30","09/01/2019 18:56:16","85520fd664e3dbcb2bef677543dcaf23"
3,"PJCC-W25","NA","0:25:40",14,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 18:38:12","09/01/2019 19:03:52","e92b1ad5c195c747a7d2a0845204d8f7"
4,"PJCC-D21","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 19:07:12","09/01/2019 19:31:58","2dcf0f1e31252e1ff4818226d11adaa2"
7,"PJCC-D29-30","upper","0:32:47",11,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 19:03:24","09/01/2019 19:36:11","271d6088283749c5d65c5428c0c967a9"
8,"PJCC-D29-30","lower","0:23:49",8,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 19:12:23","09/01/2019 19:36:12","271d6088283749c5d65c5428c0c967a9"
3,"PJCC-D19","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 20:46:29","09/01/2019 21:11:15","c5cfc517543121b12cec4848bbdb2b43"
2,"PJCC-W22","NA","0:25:52",8,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 20:52:09","09/01/2019 21:18:01","301b33a5742e1a5fc36a572f0126c245"
2,"PJCC-W24","NA","0:25:47",7,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 21:01:59","09/01/2019 21:27:46","85520fd664e3dbcb2bef677543dcaf23"
3,"PJCC-D17","NA","0:24:47",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 21:03:36","09/01/2019 21:28:23","40c2a7e3bcdcb1c73c03d845cebe497a"
5,"PJCC-D21","NA","0:29:47",4,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 21:03:59","09/01/2019 21:33:46","2dcf0f1e31252e1ff4818226d11adaa2"
4,"PJCC-D19","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 21:29:31","09/01/2019 21:54:17","c5cfc517543121b12cec4848bbdb2b43"
5,"PJCC-D19","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 22:04:53","09/01/2019 22:29:38","c5cfc517543121b12cec4848bbdb2b43"
6,"PJCC-D21","NA","0:29:46",6,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 22:00:12","09/01/2019 22:29:58","2dcf0f1e31252e1ff4818226d11adaa2"
3,"PJCC-W22","NA","0:25:46",7,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 22:19:38","09/01/2019 22:45:24","301b33a5742e1a5fc36a572f0126c245"
5,"PJCC-W3","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 22:24:23","09/01/2019 22:48:39","7ce10970545f2bd2bb77388f95c4fa65"
6,"PJCC-D19","NA","0:29:46",6,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 22:51:28","09/01/2019 23:21:14","c5cfc517543121b12cec4848bbdb2b43"
4,"PJCC-W4","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 22:58:03","09/01/2019 23:22:19","583f39fc2ca046563574510e34b345ef"
1,"PJCC-D21","NA","0:34:44",6,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 23:15:38","09/01/2019 23:50:22","2dcf0f1e31252e1ff4818226d11adaa2"
1,"PJCC-W4","NA","0:24:11",6,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 23:29:31","09/01/2019 23:53:42","583f39fc2ca046563574510e34b345ef"
1,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","09/01/2019","09/01/2019 23:33:35","09/01/2019 23:57:50","7ce10970545f2bd2bb77388f95c4fa65"
1,"PJCC-W24","NA","0:25:44",6,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 00:03:50","10/01/2019 00:29:34","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-W22","NA","0:25:45",6,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 00:04:22","10/01/2019 00:30:07","301b33a5742e1a5fc36a572f0126c245"
1,"PJCC-D17","NA","0:39:43",8,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 00:01:21","10/01/2019 00:41:04","40c2a7e3bcdcb1c73c03d845cebe497a"
1,"PJCC-D29-30","upper","0:32:44",11,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 00:20:46","10/01/2019 00:53:30","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-D21","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 00:32:12","10/01/2019 00:56:57","2dcf0f1e31252e1ff4818226d11adaa2"
2,"PJCC-W4","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 11:09:00","10/01/2019 11:33:17","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W24","NA","0:25:47",7,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 11:19:28","10/01/2019 11:45:15","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-D19","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 11:40:39","10/01/2019 12:05:24","c5cfc517543121b12cec4848bbdb2b43"
3,"PJCC-W4","NA","0:24:18",5,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 11:46:25","10/01/2019 12:10:43","583f39fc2ca046563574510e34b345ef"
3,"PJCC-D21","NA","0:24:44",5,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 11:48:33","10/01/2019 12:13:17","2dcf0f1e31252e1ff4818226d11adaa2"
2,"PJCC-W22","NA","0:13:54",0,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 13:13:52","10/01/2019 13:27:46","301b33a5742e1a5fc36a572f0126c245"
2,"PJCC-D19","NA","0:29:45",6,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 15:08:52","10/01/2019 15:38:37","c5cfc517543121b12cec4848bbdb2b43"
4,"PJCC-W4","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 19:12:46","10/01/2019 19:37:01","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W3","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 19:20:04","10/01/2019 19:44:21","7ce10970545f2bd2bb77388f95c4fa65"
3,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 20:17:55","10/01/2019 20:42:10","7ce10970545f2bd2bb77388f95c4fa65"
5,"PJCC-W4","NA","0:24:18",4,0,0,0,0,0,"SUCCESS","10/01/2019","10/01/2019 20:17:52","10/01/2019 20:42:10","583f39fc2ca046563574510e34b345ef"
